img;score_vgg_train
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0115_01.png;0.30753635905819054
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0049_01.png;0.2989962370502478
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0272_01.png;0.2682231777428893
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0170_01.png;0.2862880178719538
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0271_01.png;0.2845180616813473
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0509_02.png;0.28003410008589136
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0520_01.png;0.30757974286635353
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0148_03.png;0.28153074390863275
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0071_01.png;0.31915000435734087
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0056_02.png;0.4466521499542805
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0537_01.png;0.29159771272081314
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0099_01.png;0.5797132679545698
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0089_01.png;0.2998618462936149
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0168_01.png;0.27081857433401774
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0017_01.png;0.3055962292024848
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0045_01.png;0.30795628551396714
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0504_04.png;0.29896931287397693
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0238_01.png;0.23998868094504533
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0144_01.png;0.2813466472351401
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0073_01.png;0.291600856748496
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0502_01.png;0.3100968875960697
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0227_01.png;0.5762973457809372
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0019_01.png;0.30369034487143015
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0242_01.png;0.24855064483080883
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0493_01.png;0.304092062868392
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0253_01.png;0.2777927889206119
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0078_02.png;0.2883691272482689
/media/jingwen/04ccc39c-85bc-41b4-9194-f080cab179d5/TRDP/vgg_subset_former_peter/test/n000096/0151_02.png;0.3032321915648127
